step,isaac_vx,isaac_vy,isaac_wz,mujoco_vx,mujoco_vy,mujoco_wz,isaac_base_x,isaac_base_y,isaac_base_z,mujoco_base_x,mujoco_base_y,mujoco_base_z,obs_l2_diff,action_l2_diff,isaac_dx,isaac_dy,mujoco_dx,mujoco_dy,pos_err_norm
0,-0.00016897752357181162,0.06615366041660309,0.00023792232968844473,0.0,0.0,0.0,0.00019794548279605806,0.0034803131129592657,0.23900100588798523,-6.332522148414954e-05,9.588065677804114e-05,0.24805016082687015,12.101679158327507,1.3433346269685398,0.00019773743701989588,0.002506924094632268,-6.332522148414954e-05,9.588065677804114e-05,0.0024251359077142724
1,0.002995850285515189,0.13338302075862885,0.1385752111673355,-0.0017746910851380155,0.003893977288114082,0.012406081436916957,0.0002619253355078399,0.007347603794187307,0.22708189487457275,-0.0002010130735755591,8.06918575077532e-05,0.24219147684603806,21.58053138067365,2.102369365495918,0.00026171728973167774,0.00637421477586031,-0.0002010130735755591,8.06918575077532e-05,0.0063105110817552115
2,-0.006104098167270422,0.14941944181919098,0.012658347375690937,-0.013109093465030561,0.0043461402991594525,0.16195977332866243,0.00037769420305266976,0.01050947979092598,0.2110869437456131,-0.00036894167829497283,0.00014364042584107898,0.2320337906033506,24.296097382892214,2.620433666599582,0.0003774861572765076,0.009536090772598982,-0.00036894167829497283,0.00014364042584107898,0.009422063363723924
3,-0.01085800863802433,0.05319590121507645,-0.19505766034126282,-0.0017758111392920104,0.015259693150776278,0.022106317205133712,0.0004135826020501554,0.012451892718672752,0.19211438298225403,-0.00033993551435923183,0.0004862826455477496,0.21802599500380476,14.577879421654089,2.1787085949978358,0.0004133745562739932,0.011478503700345755,-0.00033993551435923183,0.0004862826455477496,0.01101800343892041
4,-0.0154610276222229,0.07678548991680145,-0.09807093441486359,0.0037120387572817204,0.025739244208324137,0.018753307818724994,0.0023378110490739346,0.01492402609437704,0.18444927036762238,-0.0002819697462924968,0.0007318448425800334,0.20035476424137694,10.24687391653272,1.8343678489679784,0.0023376030032977724,0.013950637076050043,-0.0002819697462924968,0.0007318448425800334,0.013475853572298972
5,0.06710409373044968,0.08992541581392288,0.19438610970973969,-0.0010353878118854558,0.012311890885775084,-0.16372085321581742,0.004163943696767092,0.016184639185667038,0.18277974426746368,-0.00016362248985023968,0.0008328150877324555,0.17891827068193347,9.008852987022179,1.2529862127995066,0.00416373565099093,0.01521125016734004,-0.00016362248985023968,0.0008328150877324555,0.015015506112602208
6,0.07464732229709625,0.017882511019706726,-0.3692021369934082,0.007155252374314722,0.0006578670393019943,-0.5079238846634299,0.005504798609763384,0.01633584126830101,0.17850513756275177,-0.0010000401622666144,-0.0005952144130378337,0.17147780018956155,13.087426228617504,2.205740714769913,0.005504590563987222,0.015362452249974012,-0.0010000401622666144,-0.0005952144130378337,0.017232450383295034
7,0.05787535756826401,0.015761714428663254,-0.0420672670006752,-0.03362706172396912,-0.08807425780304326,-0.13869578327558402,0.0070829931646585464,0.016348348930478096,0.17407219111919403,0.00033489481617295195,-0.0012612602877520125,0.17446790002671098,11.24009558101096,2.346538013694892,0.007082785118882384,0.015374959912151098,0.00033489481617295195,-0.0012612602877520125,0.017952655683131237
8,0.09095972776412964,-0.012907550670206547,-0.26357048749923706,0.09148589447128078,-0.013390750451454048,-0.07169716670511891,0.008527655154466629,0.01652471534907818,0.17591291666030884,0.0013729725539839445,-0.002560006667056727,0.17700621164762118,5.928835733265602,2.1936824210606294,0.008527447108690467,0.01555132633075118,0.0013729725539839445,-0.002560006667056727,0.019473235198893598
9,0.06016470864415169,-0.004227963741868734,-0.07048607617616653,0.04163797556286419,-0.07494552454688819,0.1341063698500379,0.008784741163253784,0.016774125397205353,0.17613869905471802,0.001972373950759771,-0.004835719564603521,0.17646276450919907,9.69974857430683,1.9821782584150724,0.008784533117477622,0.015800736378878355,0.001972373950759771,-0.004835719564603521,0.021731746971193237
10,0.004375625401735306,0.04175432398915291,-0.10205453634262085,0.03229315976793658,-0.12013768685848072,0.24567418170160582,0.008495650254189968,0.017434963956475258,0.17369824647903442,0.002536357403894812,-0.006709125192465716,0.17315844726502932,12.620628989628022,2.625035043645458,0.008495442208413806,0.01646157493814826,0.002536357403894812,-0.006709125192465716,0.023924716011904587
11,0.00845289509743452,0.03206929564476013,-0.10410722345113754,0.023434862514868475,-0.08171078912823772,0.06420477666711198,0.008405766449868679,0.018296273425221443,0.17012950778007507,0.0027062255112535504,-0.00804152977114435,0.17272184664375087,14.647637957669573,2.5256828653158814,0.008405558404092517,0.017322884406894445,0.0027062255112535504,-0.00804152977114435,0.02599684407805093
12,-0.006936868652701378,0.008442487567663193,0.08441939204931259,-0.00034057042528843354,-0.07629884439821266,-0.06335144749157268,0.008674805983901024,0.018578816205263138,0.1714055836200714,0.001606029058031902,-0.009184614407028783,0.17508001938378323,9.130384417639284,2.23821645756612,0.008674597938124862,0.01760542718693614,0.001606029058031902,-0.009184614407028783,0.02770687630569331
13,0.02937549538910389,0.0022949890699237585,0.28437748551368713,-0.06260337723440922,-0.05238499105385961,0.19344577020247142,0.008645210415124893,0.017232706770300865,0.17323757708072662,0.0001873910382599953,-0.009767581267071434,0.17567030097885644,9.792580212683696,1.5387080355762055,0.008645002369348731,0.016259317751973867,0.0001873910382599953,-0.009767581267071434,0.027366597559348543
14,-0.02146092616021633,-0.1082356870174408,0.004424962680786848,-0.07237607788838306,-0.02847214254570027,-0.13245420790009887,0.009238969534635544,0.015572410076856613,0.17362935841083527,-0.0011780391600777853,-0.010191216369601757,0.17300124847056855,11.070588651358777,1.8273044210864422,0.009238761488859382,0.014599021058529615,-0.0011780391600777853,-0.010191216369601757,0.026889879276464284
15,0.056000594049692154,-0.03770533576607704,0.24298131465911865,-0.06569025748036933,-0.017563464399527152,-0.15332476264234088,0.010377936065196991,0.014336333610117435,0.17210780084133148,-0.00227228382321156,-0.010051430913462474,0.16758335767412644,9.720834361596092,2.546051174604012,0.010377728019420829,0.013362944591790438,-0.00227228382321156,-0.010051430913462474,0.02661307535629295
16,0.049237146973609924,-0.05377137288451195,0.07942121475934982,-0.04961036471395086,0.007569445030640121,-0.7304804133304383,0.01143196877092123,0.013751089572906494,0.16770893335342407,-0.0026202152634729526,-0.010293089609702693,0.16833007510125084,12.19475625754718,2.877279573966502,0.011431760725145068,0.012777700554579496,-0.0026202152634729526,-0.010293089609702693,0.027013318714830974
17,0.05477237328886986,-0.05261688306927681,0.0171334370970726,-0.008526862581385098,-0.011472446075984456,0.0368826003703975,0.012058284133672714,0.012932204641401768,0.1682397574186325,-0.0021567937862790685,-0.009680636536321417,0.17110897673755743,10.520071316658834,2.6440281258401046,0.012058076087896552,0.01195881562307477,-0.0021567937862790685,-0.009680636536321417,0.025890701328827342
18,0.005497801583260298,-0.038077905774116516,-0.00735052116215229,0.030035042572552694,0.04963660896057769,-0.015860938030714304,0.012200028635561466,0.012223685160279274,0.17020873725414276,-0.0012622425080600372,-0.00925758149075492,0.17261495466290672,9.521662931473001,2.0738501242052356,0.012199820589785304,0.011250296141952276,-0.0012622425080600372,-0.00925758149075492,0.02453161608717333
19,0.008468653075397015,-0.02631351538002491,-0.2796780467033386,0.05321668765325342,0.00812572404417312,0.22060050862181388,0.011565467342734337,0.012088896706700325,0.17253544926643372,-0.0004616080676349306,-0.00920955974309885,0.17100362602927502,8.163984908531132,1.582713003153786,0.011565259296958175,0.011115507688373327,-0.0004616080676349306,-0.00920955974309885,0.023616814025168718
20,-0.05139809474349022,0.015677984803915024,0.13430657982826233,0.04007156125013581,-0.004503105110787831,-0.033551820072947366,0.010460296645760536,0.012403019703924656,0.17189696431159973,-6.652882850301712e-05,-0.009649762995880676,0.16859934938949953,10.67836913442498,2.5225304658318355,0.010460088599984374,0.011429630685597658,-6.652882850301712e-05,-0.009649762995880676,0.02356163221138305
21,-0.05162037909030914,0.011881474405527115,0.03106299415230751,0.01445884969037013,-0.017622491726093537,0.04071434927822593,0.009677478112280369,0.012723419815301895,0.16773134469985962,0.00015954799371462096,-0.010118764253555531,0.16968510333239373,11.460290564635566,2.949413837697515,0.009677270066504207,0.011750030796974897,0.00015954799371462096,-0.010118764253555531,0.023850183026907158
22,-0.05519384518265724,0.010472696274518967,-0.30491214990615845,0.01169114970482432,-0.024137227641793005,-0.09642109322943271,0.009291997179389,0.012710118666291237,0.16908779740333557,-0.000675451155498796,-0.009559612457023334,0.17190756941053878,10.818952252384149,2.5054143856752003,0.009291789133612838,0.011736729647964239,-0.000675451155498796,-0.009559612457023334,0.023513401838814323
23,-0.021570665761828423,0.006687624379992485,-0.04510926827788353,-0.04456675394751972,0.033930974996083954,0.06992404500367837,0.00901839230209589,0.012594872154295444,0.17264972627162933,-0.002098282399422621,-0.00843323633414661,0.17248981982815367,8.181625544043516,2.011360189670038,0.009018184256319728,0.011621483135968447,-0.002098282399422621,-0.00843323633414661,0.022929622847601385
24,-0.00985322892665863,-0.008974215015769005,0.10802753269672394,-0.073945623190779,0.046688174677067394,-0.18790940370858883,0.009554347023367882,0.012604237534105778,0.17429271340370178,-0.003425174580509718,-0.007757070113880545,0.16986133972455858,9.837967785257026,1.7459881812666116,0.00955413897759172,0.01163084851577878,-0.003425174580509718,-0.007757070113880545,0.023331394498182206
25,0.03465569391846657,0.02344544604420662,0.18619462847709656,-0.06412803425790814,0.02016909752272508,-0.14260305527241707,0.010022099129855633,0.013193005695939064,0.17357194423675537,-0.004875960383051104,-0.007349456067108416,0.16768004046079024,12.617789883208713,2.14450543126919,0.01002189108407947,0.012219616677612066,-0.004875960383051104,-0.007349456067108416,0.02459460482351458
26,0.018685881048440933,0.03813771530985832,-0.03598208352923393,-0.08088161127875415,0.00687214890803426,-0.018261970845116455,0.010579789988696575,0.014076890423893929,0.16943173110485077,-0.005495077995406536,-0.00755628001555163,0.17038334109665135,10.72002918341471,2.6592449402910177,0.010579581942920413,0.01310350140556693,-0.005495077995406536,-0.00755628001555163,0.02617673127992204
27,0.03981456905603409,0.06626826524734497,-0.06497668474912643,-0.02614441625779454,-0.010371267757885548,0.14040572862925346,0.011490583419799805,0.013812307268381119,0.16954821348190308,-0.004764312579736399,-0.007263933828617932,0.17375082569295955,13.600457119820033,2.0342808670155414,0.011490375374023643,0.012838918250054121,-0.004764312579736399,-0.007263933828617932,0.025852263772657917
28,0.06860291957855225,-0.04695240408182144,-0.005999737419188023,0.03670889777114275,0.026203882238799256,0.06349557657690957,0.012590017169713974,0.012692602351307869,0.1725531816482544,-0.0031859928463094725,-0.006669835361358099,0.17509684639783993,8.783560927740474,2.118477878181023,0.012589809123937812,0.011719213332980871,-0.0031859928463094725,-0.006669835361358099,0.02422876471649407
29,0.05918354168534279,-0.0608212873339653,-0.1817975491285324,0.08450310825906031,0.03321835636441267,0.35754852006153476,0.012349621392786503,0.012456564232707024,0.17566269636154175,-0.001702599743529075,-0.005804714627730392,0.1730398819675062,10.157143346591397,2.063788208321936,0.01234941334701034,0.011483175214380026,-0.001702599743529075,-0.005804714627730392,0.02227846958589471
30,-0.016841178759932518,0.01710493303835392,0.052011869847774506,0.06155051922183399,0.039385188461128456,0.00900286736325803,0.011830953881144524,0.012678712606430054,0.17569246888160706,0.00017131729887152544,-0.004574472770531424,0.16858274000910992,12.372897885392316,2.3029734081645206,0.011830745835368361,0.011705323588103056,0.00017131729887152544,-0.004574472770531424,0.020024336275549438
31,-0.012840451672673225,0.008613129146397114,0.03685736283659935,0.07881677338840656,0.05922967399104425,0.40778362490187486,0.011465567164123058,0.013012072071433067,0.17230185866355896,0.0025346679964846626,-0.004105609433994759,0.17011227443842783,13.508339423720622,2.6652320145176094,0.011465359118346896,0.01203868305310607,0.0025346679964846626,-0.004105609433994759,0.01844980823269362
32,-0.014356489293277264,0.02208775281906128,-0.050055813044309616,0.11175899864024395,0.021859429379696114,-0.04089338357865336,0.011528141796588898,0.013937142677605152,0.17019996047019958,0.003803067320261062,-0.0026858983572151836,0.17325057570705732,11.27338443761083,2.431886049318233,0.011527933750812736,0.012963753659278154,0.003803067320261062,-0.0026858983572151836,0.017452368595901192
33,0.01801641471683979,0.02332211285829544,0.09471648186445236,0.0665066917749803,0.0889315076368645,-0.07616598709526758,0.011752082034945488,0.01383964717388153,0.17236843705177307,0.0047483018572630036,-0.0009021874962930646,0.17450375509058075,6.673953731753461,2.067996105152349,0.011751873989169326,0.012866258155554533,0.0047483018572630036,-0.0009021874962930646,0.015447333694676758
34,0.004010664764791727,-0.011253888718783855,-0.042203906923532486,0.0527099817354968,0.0881504306610573,-0.1017124687961372,0.012877666391432285,0.01422989834100008,0.1742183119058609,0.0054118934215168606,-8.105549505016689e-05,0.17293646017045958,8.642674231308419,1.7344437458059496,0.012877458345656123,0.013256509322673082,0.0054118934215168606,-8.105549505016689e-05,0.015284806014585449
35,0.08467043191194534,0.059755824506282806,0.1643451452255249,0.04548208373789526,0.02824056349646928,-0.16388774706090287,0.01452106237411499,0.015180248767137527,0.17403121292591095,0.00590379837744699,0.0011592453867101927,0.16870401750028238,12.541294830656177,2.2469023698016493,0.014520854328338828,0.01420685974881053,0.00590379837744699,0.0011592453867101927,0.015636300515239766
36,0.07342197000980377,0.04572299122810364,0.03784756734967232,0.026154980558435598,0.06876489991591285,-0.4148925691043207,0.016159791499376297,0.01605922356247902,0.1703169345855713,0.006547491597349211,0.0007872556031231935,0.16929914318019168,12.85856055759372,2.6209521674010525,0.016159583453600135,0.015085834544152021,0.006547491597349211,0.0007872556031231935,0.017229093696008457
37,0.06807930767536163,0.06269044429063797,0.04872164875268936,0.033426987241015435,-0.028012635044518223,0.07519328605429895,0.01783619448542595,0.016548557206988335,0.16937355697155,0.008316972039044251,0.0005990161597174087,0.17185707934263245,11.179915372424249,2.1404352492208267,0.017835986439649787,0.015575168188661337,0.008316972039044251,0.0005990161597174087,0.017745330787364233
38,0.10214244574308395,-0.026119258254766464,-0.12442187964916229,0.08622573867445114,0.007139721001707096,-0.07491576690009319,0.019399374723434448,0.01600985787808895,0.17147041857242584,0.010454587681831839,-0.0001585096419678467,0.17344443515595095,8.243269756695804,2.1877129138554343,0.019399166677658286,0.015036468859761953,0.010454587681831839,-0.0001585096419678467,0.017632154294941117
39,0.07116372138261795,-0.027106687426567078,-0.0698845237493515,0.11249367973787426,-0.0440986054129558,-0.12816090250101675,0.019177675247192383,0.016326170414686203,0.174000546336174,0.0118213661846845,-0.000960049644944888,0.17171236522654734,9.567766060284214,1.7025578336899854,0.01917746720141622,0.015352781396359205,0.0118213661846845,-0.000960049644944888,0.017894710915532998
40,-0.014616892673075199,0.0489041768014431,-0.05873861908912659,0.06814551238903464,-0.04650978514203044,-0.16388578347246438,0.018879294395446777,0.017422180622816086,0.17374391853809357,0.012288725206717288,-0.0007323172151537558,0.17027028151813833,10.385418141677357,2.516068876927056,0.018879086349670615,0.016448791604489088,0.012288725206717288,-0.0007323172151537558,0.018401721665837634
41,-0.005049060098826885,0.05857769772410393,0.06738013029098511,0.01833255171350898,0.01601545302915974,0.03222903445326675,0.01841585896909237,0.01879182830452919,0.1705940067768097,0.012165133933059246,-3.114973600650689e-05,0.1726424764322211,11.553825959595278,2.5205385893211383,0.018415650923316207,0.017818439286202192,0.012165133933059246,-3.114973600650689e-05,0.0189123449341229
42,-0.04369668290019035,0.0822485089302063,0.04756396263837814,-0.006531607267827167,0.04646482319027262,-0.19754570022252255,0.017619600519537926,0.019236396998167038,0.17091184854507446,0.011705177692977858,0.00019869245370590218,0.1746688144469898,13.720376453658032,1.9953121006135435,0.017619392473761764,0.01826300797984004,0.011705177692977858,0.00019869245370590218,0.019007825543732603
